REP_NUM,SO#,C1R#,
"18988","22133",""
"12868","22398",""
"13578","22398",""
"14575","22398",""
"16079","22398",""
"18753","22398",""
"12540","7201",""
"13259","7201",""
"13355","7201",""
"13659","7201",""
"15695","7201",""
"16197","7201",""
"16540","7201",""
"16718","7201",""
"18329","7201",""
"18332","7201",""
"12549","7130",""
"13581","7130",""
"13290","7127",""
"14352","7127",""
"19029","7127",""
"19065","7127",""
"14453","7196",""
"13655","7048",""
"18324","7048",""
"18656","7048",""
"18939","7048",""
"18839","21484",""
"15762","10268",""
"19061","10155",""
"12694","12976",""
"13340","12976",""
"13634","12976",""
"16679","12976",""
"14514","8069",""
"18353","8069",""
"18477","8069",""
"18628","8069",""
"18714","8069",""
"18824","8069",""
"19005","8069",""
"12421","8072",""
"12547","8072",""
"12874","8072",""
"13352","8072",""
"13573","8072",""
"13582","8072",""
"13637","8072",""
"14513","8072",""
"18258","8072",""
"18317","8073",""
"18596","8073",""
"18796","8073",""
"19047","8073",""
"18559","21718",""
"18755","21718",""
"18746","7245",""
"18747","7245",""
"18938","7245",""
"19014","7245",""
"18669","7163",""
"18509","7169",""
"18678","7169",""
"18816","7169",""
"18218","7083",""
"18341","7083",""
"18356","7083",""
"18748","7083",""
"13638","24286",""
"18481","24286",""
"18685","24286",""
"18836","24286",""
"18458","7188",""
"15624","13952",""
"18903","13952",""
"19058","13952",""
"13524","7112",""
"18501","11772",""
"13273","10268",""
"13856","11154",""
"18576","11058",""
"18841","27544",""
"18805","8508",""
"12535","6428",""
"18295","7988",""
"18644","13952",""
"13639","20284",""
"18505","19284",""
"13574","7155",""
"13308","7241",""
"18339","22764",""
"16572","7213",""
"12437","21765",""
"12533","21765",""
"12991","11152",""
"18496","11152",""
"18837","11152",""
"19050","11152",""
"16711","11154",""
"16712","11154",""
"16713","11154",""
"16714","11154",""
"19056","11154",""
"19057","11154",""
"14192","7599",""
"14233","7599",""
"14252","7599",""
"15582","7599",""
"16542","7599",""
"18178","7599",""
"18247","7599",""
"18671","7599",""
"19020","7599",""
"12532","7600",""
"18794","7649",""
"16526","10150",""
"18563","23186",""
"18897","23186",""
"18898","23186",""
"15617","20664",""
"16133","21710",""
"16716","21710",""
"18638","21710",""
"13635","7106",""
"12536","7206",""
"13256","7206",""
"18795","7206",""
"18254","6830",""
"18340","6830",""
"18556","6830",""
"19025","6830",""
"19026","6830",""
"19053","6830",""
"12551","20284",""
"16752","20284",""
"16808","20284",""
"16809","20284",""
"18937","20284",""
"16677","20664",""
"18217","20664",""
"18472","20664",""
"18484","20664",""
"19022","20664",""
"19023","20664",""
"12987","7733",""
"18464","24676",""
"18670","24676",""
"18912","24676",""
"14493","8149",""
"18675","8149",""
"18676","8149",""
"18786","8149",""
"18788","8149",""
"19044","8149",""
"19051","8149",""
"19161","8149",""
"13386","14692",""
"18465","26872",""
"18466","26872",""
"18661","26872",""
"18663","26872",""
"18750","26872",""
"18987","26872",""
"16528","28424",""
"18647","28424",""
"13348","29345",""
"13348","29345",""
"14566","29345",""
"14566","29345",""
"18601","29345",""
"18601","29345",""
"14568","14152",""
"16255","7080",""
"16529","7080",""
"18253","7080",""
"15872","7071",""
"18560","7071",""
"18214","7114",""
"18298","7114",""
"18474","7114",""
"18684","7114",""
"12869","7236",""
"13234","7236",""
"14532","7236",""
"18916","8891",""
"18482","16082",""
"18789","16082",""
"19107","16082",""
"16085","10109",""
"16090","10109",""
"18296","10109",""
"18456","10109",""
"18468","10109",""
"18483","10109",""
"18749","10109",""
"18996","10109",""
"19008","10109",""
"19059","10109",""
"18314","11058",""
"19018","11058",""
"19062","11058",""
"13347","25564",""
"13833","6428",""
"12997","6429",""
"13092","6429",""
"16253","6429",""
"16254","6429",""
"16544","6429",""
"16794","6429",""
"18359","6429",""
"18605","6429",""
"18606","6429",""
"18833","6429",""
"19157","19284",""
"12526","7072",""
"12693","7072",""
"16575","7072",""
"16754","7072",""
"18252","7072",""
"18342","7072",""
"18708","7072",""
"19004","7072",""
"19033","7167",""
"14559","10450",""
"18744","10450",""
"18921","10450",""
"15832","144",""
"16252","144",""
"18245","144",""
"18318","144",""
"18967","144",""
"28944","20867",""
"28986","20867",""
"18500","22264",""
"18990","22264",""
"18234","22329",""
"18259","22329",""
"18358","22329",""
"18525","22329",""
"18635","22329",""
"18681","22329",""
"18792","22329",""
"18930","22329",""
"18993","22329",""
"19064","17475",""
"13832","6428",""
"12548","7069",""
"14567","7069",""
"15694","7069",""
"16519","7069",""
"18935","7069",""
"13318","10110",""
"13662","10110",""
"18494","10110",""
"18914","10110",""
"19158","10110",""
"13021","7235",""
"13652","7235",""
"16102","7235",""
"16541","7235",""
"18172","7235",""
"18238","7235",""
"18322","7235",""
"18641","7235",""
"18899","7235",""
"18797","7197",""
"18924","7197",""
"18193","7104",""
"18631","7104",""
"18803","7104",""
"18804","7104",""
"19016","7104",""
"13579","7150",""
"18161","21480",""
"18838","21480",""
"18255","22467",""
"19131","22467",""
"16793","23190",""
"18256","7440",""
"12880","6788",""
"18863","6789",""
"19292","6795",""
"12858","8508",""
"16512","8508",""
"16719","8508",""
"18908","8508",""
"13291","6428",""
"19159","15764",""
"18157","21779",""
"18357","21779",""
"18840","21779",""
"28844","20867",""
"13812","11995",""
"13834","12975",""
"18985","21871",""
"13576","6428",""
"15873","20863",""
"18174","21777",""
"18195","21777",""
"18240","21777",""
"18299","21777",""
"18319","21777",""
"18640","21777",""
"16097","21965",""
"16199","21965",""
"16524","21965",""
"18999","21965",""
"16100","23524",""
"16525","23524",""
"16098","23626",""
"16521","23626",""
"16733","23626",""
"18344","23626",""
"19000","23626",""
"16101","22310",""
"16522","22310",""
"18600","22310",""
"19003","22310",""
"16095","23629",""
"16523","23629",""
"18599","23629",""
"18998","23629",""
"18922","14693",""
"12433","11076",""
"18672","11081",""
"12813","11082",""
"12876","11082",""
"12877","11082",""
"13337","11093",""
"13852","11093",""
"13294","10588",""
"18923","10588",""
"18758","7732",""
"18997","7732",""
"13244","7248",""
"18347","7289",""
"18241","5017",""
"18461","5017",""
"18462","5017",""
"18664","5017",""
"19041","5017",""
"19042","5017",""
"12521","5028",""
"12527","5028",""
"12635","5028",""
"16676","5088",""
"19043","5112",""
"12545","9728",""
"12863","9728",""
"13328","9728",""
"13640","9728",""
"14312","9728",""
"15581","9728",""
"18345","9728",""
"18679","12431",""
"18896","12431",""
"12996","11095",""
"13364","11095",""
"18825","11095",""
"13653","11096",""
"18932","11096",""
"18933","11096",""
"19013","11096",""
"13362","11732",""
"16753","11732",""
"18316","11453",""
"19054","11453",""
"18627","11456",""
"18702","11456",""
"18809","11456",""
"19012","11456",""
"18564","11772",""
"19032","11772",""
"18597","23904",""
"18651","23904",""
"18843","23904",""
