REP_NUM,SO_REPORT_NUM,
"12889","25104"
"16810","25104"
"13485","22213"
"17734","24285"
"22343","24285"
"28746","24285"
"29491","24285"
"18099","20890"
"20824","20890"
"27220","27218"
"27224","27218"
"27225","27218"
"27226","27218"
"27227","27218"
"27228","27218"
"31204","27218"
"27991","25044"
"31304","25044"
"27812","25235"
"32084","25235"
"30609","25384"
"28164","28684"
"27756","25624"
"31644","25624"
"28624","26924"
"26867","25824"
"31486","26044"
"26868","26484"
"31526","28285"
"30563","28374"
"31305","28564"
"12452","8193"
"15722","8193"
"21875","12976"
"25486","12976"
"27910","12976"
"30829","12976"
"29364","21951"
"29364","21951"
"28186","24409"
"15638","21344"
"16882","31369"
"31385","31369"
"16812","22399"
"19744","22399"
"23486","22399"
"26463","22399"
"19575","23625"
"27825","23625"
"30547","23625"
"15598","23284"
"20633","23284"
"25990","23284"
"29387","23284"
"14332","21720"
"22388","7245"
"27986","7245"
"26571","7163"
"24447","24286"
"27693","24286"
"29495","24286"
"19491","34030"
"20509","34030"
"21903","10155"
"19967","7414"
"29389","22399"
"18535","14552"
"16076","14552"
"15928","21315"
"31005","7113"
"27223","27218"
"16888","17860"
"16933","22313"
"21567","22313"
"13872","23186"
"16075","23186"
"27942","23186"
"15608","23285"
"27653","23285"
"28184","23285"
"21574","6572"
"16890","22244"
"19818","22244"
"22199","22244"
"26454","22244"
"30554","22244"
"12888","6581"
"15932","6581"
"19580","6581"
"22158","6581"
"16796","22787"
"14553","14552"
"15588","30385"
"15589","30385"
"19417","30385"
"21293","30385"
"26067","30385"
"15590","22358"
"15923","22358"
"19418","22358"
"30266","22358"
"18617","7091"
"16350","7242"
"9434","21358"
"5748","21358"
"16072","21358"
"18821","21358"
"21359","21358"
"21886","12982"
"27784","12982"
"27987","12982"
"25995","22444"
"30551","22444"
"24529","22480"
"27427","22480"
"30784","22480"
"22527","22482"
"22532","22484"
"22535","22485"
"22539","22504"
"22538","22536"
"30964","25645"
"27835","23224"
"27841","23224"
"28324","23224"
"30624","23224"
"31109","23264"
"30032","23630"
"30544","31784"
"15595","7748"
"19533","7748"
"25159","24676"
"27846","24676"
"23924","8149"
"23925","8149"
"25147","7558"
"27045","7558"
"30025","7558"
"20789","10975"
"20575","7568"
"21171","7570"
"22092","7570"
"24392","7573"
"26480","7573"
"30026","7573"
"17992","7578"
"12334","23204"
"12335","23204"
"15593","23204"
"19429","23204"
"20524","23204"
"24144","23204"
"26784","23204"
"30344","23204"
"15594","21095"
"21033","21095"
"29749","21095"
"16320","20840"
"18098","20840"
"20647","20840"
"23768","20840"
"25988","20840"
"29264","20840"
"21111","22032"
"15924","22031"
"22684","22031"
"25989","22031"
"22139","6533"
"12860","6534"
"15926","6534"
"19538","6534"
"22140","6534"
"15927","22368"
"19541","22368"
"31425","27066"
"21115","21315"
"24198","21315"
"26068","21315"
"29807","21315"
"30264","29685"
"20002","19264"
"22409","19264"
"24508","19264"
"27765","19264"
"31089","19264"
"16981","22120"
"25807","23944"
"21124","24924"
"20034","21088"
"27658","27761"
"20031","19975"
"22055","19975"
"24599","19975"
"27904","19975"
"31119","19975"
"20030","19981"
"22419","19981"
"24367","19981"
"27285","19981"
"30585","19981"
"20029","19986"
"21606","19986"
"27445","19986"
"30824","19986"
"20028","19988"
"21641","19988"
"25131","19988"
"27804","19988"
"30732","19988"
"20027","19990"
"22418","19990"
"25130","19990"
"26564","19990"
"31117","19990"
"20026","19992"
"22046","19992"
"20025","19996"
"22422","19996"
"20024","19997"
"22421","19997"
"22184","25084"
"21123","25024"
"21174","7578"
"23811","7578"
"20001","7579"
"22438","7579"
"24511","7579"
"15454","7492"
"21470","7492"
"24389","7492"
"27496","7492"
"30826","7492"
"18160","7580"
"31564","31546"
"23836","25444"
"26579","25444"
"30347","25444"
"15921","21967"
"27026","21301"
"29948","21301"
"22112","25564"
"27933","25564"
"31484","25564"
"22116","22356"
"19705","6428"
"21625","6428"
"18822","21360"
"26446","7076"
"16943","24444"
"27671","24444"
"30674","24444"
"8448","20829"
"11996","20829"
"12455","20829"
"15845","20829"
"21524","20829"
"26764","20829"
"30460","20829"
"26070","22123"
"29425","22123"
"26474","20897"
"20795","20525"
"21233","21232"
"22192","22237"
"24304","22237"
"26607","22237"
"30456","22237"
"20506","22264"
"22468","22264"
"23787","22264"
"24310","22264"
"19650","17475"
"22540","17475"
"22104","17476"
"17573","19666"
"19684","19666"
"22051","19666"
"25132","19666"
"27762","19666"
"31118","19666"
"17694","22397"
"19447","22397"
"22085","7517"
"22086","7518"
"28230","7518"
"19984","7526"
"22087","7526"
"24510","7526"
"27585","7526"
"30678","7526"
"20650","7531"
"20851","7548"
"18470","7549"
"27840","7552"
"31116","7552"
"20033","7555"
"20674","7418"
"17894","7419"
"24386","7419"
"26568","7419"
"30087","7419"
"22072","7425"
"22436","7427"
"16261","25385"
"28625","25385"
"29746","25385"
"15919","26624"
"19362","26624"
"21362","26624"
"16972","24024"
"19367","24024"
"22334","24024"
"24187","24024"
