TRANSACTION_ID,C4R#,
"74856",""
"78952",""
"82212",""
"82217",""
"67130",""
"68003",""
"85689",""
"85691",""
"73628",""
"68081",""
"79700",""
"80582",""
"80325",""
"80659",""
"80373",""
"80736",""
"68567",""
"67252",""
"72501",""
"78064",""
"78136",""
"85709",""
"85714",""
"80385",""
"80746",""
"56638",""
"98536",""
"56496",""
"60246",""
"95231",""
"80228",""
"98462",""
"102714",""
"102750",""
"73474",""
"76437",""
"68002",""
"79166",""
"117343",""
"117280",""
"80329",""
"78175",""
"78101",""
"79642",""
"80449",""
"578152",""
"78065",""
"95222",""
"106039",""
"77763",""
"28330",""
"117427",""
"117434",""
"117383",""
"117396",""
"111749",""
"112060",""
"123523",""
"123642","123643"
"128483",""
"99894",""
"68169",""
"119800",""
"72475",""
"79662",""
"68573",""
"78228",""
"80239",""
"68469",""
"72500",""
"66570",""
"68135",""
"78951",""
"68584",""
"80306",""
"78966",""
"68249",""
"80247",""
"80704",""
"80284",""
"80280",""
"80758",""
"72433",""
"72525",""
"78751",""
"80514",""
"110886",""
"72611",""
"111408",""
"111480",""
"117216",""
"140129",""
"265523",""
"267425",""
"434726",""
"143898",""
"143965",""
"143969",""
"132155",""
"132159",""
"132164",""
"132169",""
"265797",""
"486229",""
"169754",""
"129864",""
"131888",""
"174779",""
"169756",""
"132423",""
"132431",""
"132432",""
"132440",""
"656701",""
"447511",""
"421723",""
"343792",""
"571683",""
"133098",""
"133104",""
"149640",""
"421661",""
"133227",""
"149660",""
"133235",""
"136973",""
"136974",""
"627095",""
"141207",""
"141312",""
"147753",""
"147777",""
"147782",""
"1165513",""
"147792",""
"149663",""
"133580",""
"445156",""
"445159",""
"137711",""
"129354",""
"435764","365167"
"857660",""
"968174",""
"367341",""
"955828",""
"142008",""
"344849",""
"129878",""
"134232",""
"142185",""
"490855",""
"142314",""
"490857",""
"544361",""
"129685",""
"129748",""
"134514",""
"607889",""
"607881",""
"401983",""
"138629",""
"401994",""
"402005",""
"142453",""
"142545",""
"142578",""
"472859",""
"563636",""
"406452",""
"241036",""
"130814",""
"193118",""
"130808",""
"130821",""
"463376",""
"130584",""
"568815",""
"130766",""
"130768",""
"481947",""
"280068",""
"279949",""
"250865",""
"250772",""
"131186",""
"131190",""
"131196",""
"131229",""
"439257",""
"158371",""
"158403",""
"267698",""
"162358",""
"162360",""
"162367",""
"150092",""
"248063",""
"150650",""
"154523",""
"163009",""
"150764",""
"577375",""
"150838",""
"150875",""
"150968",""
"150996",""
"339402",""
"547624",""
"266967",""
"148072",""
"148073",""
