TRANSACTION_ID,
"113478"
"93789"
"29782"
"70517"
"87181"
"61450"
"74290"
"74312"
"56672"
"25032"
"61190"
"6949"
"13410"
"13412"
"14405"
"14416"
"66763"
"64999"
"65006"
"74643"
"70509"
"113812"
"89555"
"95168"
"105773"
"73369"
"73400"
"73408"
"73412"
"69657"
"69650"
"69655"
"69660"
"69674"
"61647"
"102749"
"88145"
"110018"
"77744"
"78968"
"24978"
"89976"
"28196"
"28207"
"28214"
"28220"
"68013"
"80133"
"80163"
"80152"
"80181"
"85658"
"60051"
"60069"
"113458"
"113038"
"113469"
"102667"
"113809"
"70493"
"113137"
"70494"
"113139"
"113143"
"113802"
"113152"
"113273"
"113287"
"113958"
"30274"
"30287"
"30290"
"68487"
"68618"
"98610"
"74744"
"79783"
"26243"
"78617"
"70816"
"79820"
"79833"
"89379"
"18316"
"68429"
"79683"
"68341"
"89403"
"74271"
"74274"
"74281"
"79832"
"85988"
"70658"
"48898"
"86120"
"97324"
"97325"
"77738"
"106022"
"89927"
"89928"
"89932"
"89937"
"89941"
"88137"
"88120"
"88115"
"26200"
"97301"
"97306"
"97314"
"114930"
"123200"
"417676"
"123207"
"123247"
"127883"
"128068"
"111654"
"117577"
"118194"
"224713"
"128570"
"171639"
"139803"
"153466"
"153468"
"128652"
"128657"
"153498"
"124853"
"124908"
"124919"
"124935"
"292208"
"128919"
"128924"
"125226"
"125235"
"125240"
"125643"
"125648"
"292561"
"125720"
"125842"
"125843"
"125846"
"125851"
"125886"
"126196"
"126252"
"126249"
"126278"
"177949"
"178169"
"126469"
"126478"
"126481"
"126488"
"148396"
"121597"
"121604"
"121616"
"126641"
"110938"
"110945"
"115457"
"121882"
"121883"
"127351"
"122293"
"122514"
"127467"
"116975"
"132543"
"142132"
"142159"
"130341"
"1686241"
"1363559"
"1363572"
"1181278"
"1106855"
"1030131"
"950376"
"239103"
"196715"
"1541441"
"1444061"
"1333243"
"139326"
"139355"
"139363"
"1686192"
"1284327"
"1135464"
"1106873"
"139786"
"158107"
"162148"
"162153"
"299965"
"162206"
"162428"
"162430"
"175137"
"162465"
"367121"
"367126"
"162734"
"280160"
"162809"
"162902"
"154768"
"154844"
"163120"
"163128"
"151861"
"151869"
"296411"
"151902"
"151908"
"151993"
"152021"
"160249"
"152204"
"160275"
"160317"
"181549"
"449385"
