TRANSACTION_ID,PROMISE_DATE,NATURE,D1_STATUS,REF_TRANS_ID,BALANCE,
"388669","01-JAN-06","Pledge","1","","0"
"388670","01-JAN-06","Pledge","1","","20"
"388671","01-JAN-06","Pledge","1","","0"
"388672","01-JAN-06","Pledge","1","","20"
"388673","01-JAN-06","Pledge","1","","0"
"388674","01-JAN-06","Pledge","1","","0"
"388675","01-JAN-06","Pledge","1","","0"
"388676","01-JAN-06","Pledge","1","","0"
"388677","01-JAN-06","Pledge","1","","0"
"388678","01-JAN-06","Pledge","1","","0"
"388679","01-JAN-06","Pledge","1","","0"
"388680","01-JAN-06","Pledge","1","","0"
"388681","31-MAR-06","Pledge","2","158946",""
"388682","31-MAR-06","Pledge","2","158953",""
"388683","31-MAR-06","Pledge","2","158948",""
"388684","31-MAR-06","Pledge","2","158956",""
"388685","31-MAR-06","Pledge","2","158959",""
"388686","31-MAR-06","Pledge","2","158963",""
"388687","31-MAR-06","Pledge","2","158965",""
"388688","31-MAR-06","Pledge","2","158972",""
"388689","31-MAR-06","Pledge","2","158966",""
"388690","31-MAR-06","Pledge","2","158964",""
"388691","31-MAR-06","Pledge","2","158958",""
"388692","31-MAR-06","Pledge","2","158947",""
"388693","31-MAR-06","Pledge","2","156167",""
"388694","31-MAR-06","Pledge","2","158961",""
"400188","01-APR-06","Pledge","1","","0"
"400189","30-JUN-06","Pledge","2","158946",""
"400190","30-JUN-06","Pledge","2","158953",""
"400191","30-JUN-06","Pledge","2","158947",""
"400192","30-JUN-06","Pledge","2","158948",""
"400193","30-JUN-06","Pledge","2","158972",""
"400194","30-JUN-06","Pledge","2","158963",""
"400195","30-JUN-06","Pledge","2","158961",""
"400196","30-JUN-06","Pledge","2","158956",""
"400197","30-JUN-06","Pledge","2","156167",""
"400198","30-JUN-06","Pledge","2","158958",""
"400199","30-JUN-06","Pledge","2","158959",""
"400200","30-JUN-06","Pledge","2","158964",""
"400201","30-JUN-06","Pledge","2","158965",""
"400202","30-JUN-06","Pledge","2","158966",""
"400203","01-APR-06","Pledge","1","","0"
"399182","31-MAR-06","Pledge","1","","0"
"400293","15-JUL-06","Pledge","2","172429",""
"400294","15-JUL-06","Pledge","2","172390",""
"400295","15-JUL-06","Pledge","2","158946",""
"400296","15-JUL-06","Pledge","2","158964",""
"400297","15-JUL-06","Pledge","2","158958",""
"400298","15-JUL-06","Pledge","2","158948",""
"400299","15-JUL-06","Pledge","2","158963",""
"400300","15-JUL-06","Pledge","2","156167",""
"400301","15-JUL-06","Pledge","2","158965",""
"400302","15-JUL-06","Pledge","2","158972",""
"400303","15-JUL-06","Pledge","2","158966",""
"400304","15-JUL-06","Pledge","2","158956",""
"400305","15-JUL-06","Pledge","2","158961",""
"400306","15-JUL-06","Pledge","2","158947",""
"400544","14-JUL-06","Pledge","2","400188",""
"400576","15-JUL-06","Pledge","2","172429",""
"400577","15-JUL-06","Pledge","2","172390",""
"400578","15-JUL-06","Pledge","2","158946",""
"400579","15-JUL-06","Pledge","2","158964",""
"400580","15-JUL-06","Pledge","2","158958",""
"400581","15-JUL-06","Pledge","2","158948",""
"400582","15-JUL-06","Pledge","2","158963",""
"400583","15-JUL-06","Pledge","2","156167",""
"400584","15-JUL-06","Pledge","2","158965",""
"400585","15-JUL-06","Pledge","2","158972",""
"400586","15-JUL-06","Pledge","2","158966",""
"400587","15-JUL-06","Pledge","2","158956",""
"400588","15-JUL-06","Pledge","2","158961",""
"400589","15-JUL-06","Pledge","2","158947",""
"400590","14-JUL-06","Pledge","2","400188",""
"384265","01-JAN-06","Pledge","1","","40"
"384266","01-JAN-06","Pledge","1","","15"
"384267","01-JAN-06","Pledge","1","","30"
"384268","01-JAN-06","Pledge","1","","20"
"384269","01-JAN-06","Pledge","1","","0"
"384270","01-JAN-06","Pledge","1","","20"
"384271","01-JAN-06","Pledge","1","","30"
"384272","01-JAN-06","Pledge","1","","40"
"384273","01-JAN-06","Pledge","1","","40"
"384274","01-JAN-06","Pledge","1","","20"
"384275","01-JAN-06","Pledge","1","","30"
"384276","01-JAN-06","Pledge","1","","20"
"384277","01-JAN-06","Pledge","1","","20"
"384278","01-JAN-06","Pledge","1","","20"
"384279","31-MAR-06","Pledge","2","158946",""
"384280","31-MAR-06","Pledge","2","158953",""
"384281","31-MAR-06","Pledge","2","158948",""
"384282","31-MAR-06","Pledge","2","158956",""
"384283","31-MAR-06","Pledge","2","158959",""
"384284","31-MAR-06","Pledge","2","158963",""
"384285","31-MAR-06","Pledge","2","158965",""
"384286","31-MAR-06","Pledge","2","158972",""
"384287","31-MAR-06","Pledge","2","158966",""
"384288","31-MAR-06","Pledge","2","158964",""
"384289","31-MAR-06","Pledge","2","158958",""
"384290","31-MAR-06","Pledge","2","158947",""
"384291","31-MAR-06","Pledge","2","156167",""
"384292","31-MAR-06","Pledge","2","158961",""
"399346","31-MAR-06","Pledge","2","399182",""
"416866","27-OCT-06","Note","2","405248",""
"416867","27-OCT-06","Note","2","405249",""
"416868","27-OCT-06","Note","2","405251",""
"416869","27-OCT-06","Note","3","405250",""
"416870","27-OCT-06","Pledge","3","405252",""
"405248","21-JUN-06","Note","1","","0"
"405249","07-JUN-06","Note","1","","0"
"405250","19-MAY-06","Note","1","","0"
"405251","19-MAY-06","Note","1","","0"
"405252","19-MAY-06","Pledge","1","","0"
"400723","15-AUG-06","Pledge","2","172429",""
"400724","15-AUG-06","Pledge","2","172390",""
"400725","15-AUG-06","Pledge","2","158946",""
"400726","15-AUG-06","Pledge","2","158948",""
"400727","15-AUG-06","Pledge","2","158956",""
"400728","15-AUG-06","Pledge","2","158958",""
"400729","15-AUG-06","Pledge","2","158964",""
"400730","15-AUG-06","Pledge","2","158966",""
"400731","15-AUG-06","Pledge","2","158972",""
"400732","15-AUG-06","Pledge","2","158965",""
"400733","15-AUG-06","Pledge","2","158963",""
"400734","15-AUG-06","Pledge","2","158947",""
"400735","15-AUG-06","Pledge","2","156167",""
"400736","15-AUG-06","Pledge","2","158961",""
"400737","15-SEP-06","Pledge","2","172429",""
"400738","15-SEP-06","Pledge","2","172390",""
"400739","15-SEP-06","Pledge","2","158946",""
"400740","15-SEP-06","Pledge","2","158948",""
"400741","15-SEP-06","Pledge","2","158956",""
"400742","15-SEP-06","Pledge","2","158958",""
"400743","15-SEP-06","Pledge","2","158964",""
"400744","15-SEP-06","Pledge","2","158966",""
"400745","15-SEP-06","Pledge","2","158972",""
"400746","15-SEP-06","Pledge","2","158965",""
"400747","15-SEP-06","Pledge","2","158963",""
"400748","15-SEP-06","Pledge","2","158947",""
"400749","15-SEP-06","Pledge","2","156167",""
"400750","15-SEP-06","Pledge","2","158961",""
"400751","15-OCT-06","Pledge","2","172390",""
"400752","15-OCT-06","Pledge","2","158946",""
"400753","15-OCT-06","Pledge","2","158948",""
"400754","15-OCT-06","Pledge","2","158956",""
"400755","15-OCT-06","Pledge","2","158958",""
"400756","15-OCT-06","Pledge","2","158959",""
"400757","15-OCT-06","Pledge","2","158964",""
"400758","15-OCT-06","Pledge","2","158966",""
"400759","15-OCT-06","Pledge","2","158972",""
"400760","15-OCT-06","Pledge","2","158965",""
"400761","15-OCT-06","Pledge","2","158963",""
"400762","15-OCT-06","Pledge","2","158947",""
"400763","15-OCT-06","Pledge","2","156167",""
"400764","15-OCT-06","Pledge","2","158961",""
"429620","01-NOV-06","Pledge","1","","0"
"429623","01-NOV-06","Pledge","1","","0"
"429624","01-NOV-06","Pledge","1","","0"
"429625","01-NOV-06","Pledge","1","","0"
"429633","01-NOV-06","Pledge","1","","0"
"429634","01-NOV-06","Pledge","1","","0"
"429636","01-NOV-06","Pledge","1","","0"
"429637","01-NOV-06","Pledge","1","","0"
"429638","01-NOV-06","Pledge","1","","0"
"429640","01-NOV-06","Pledge","1","","0"
"429641","01-NOV-06","Pledge","1","","0"
"429642","01-NOV-06","Pledge","1","","0"
"429644","01-NOV-06","Pledge","1","","0"
"429645","07-NOV-06","Pledge","2","231000",""
"429646","15-NOV-06","Pledge","2","400188",""
"429647","15-DEC-06","Pledge","2","400188",""
"429648","15-NOV-06","Pledge","2","429625",""
"429649","15-DEC-06","Pledge","2","429625",""
"429650","15-NOV-06","Pledge","2","429620",""
"429651","15-DEC-06","Pledge","2","429620",""
"429653","15-NOV-06","Pledge","2","429623",""
"429654","15-DEC-06","Pledge","2","429623",""
"429655","15-NOV-06","Pledge","2","429634",""
"429656","15-DEC-06","Pledge","2","429634",""
"429657","15-NOV-06","Pledge","2","429637",""
"429658","15-DEC-06","Pledge","2","429637",""
"429659","15-NOV-06","Pledge","2","429640",""
"429660","15-DEC-06","Pledge","2","429640",""
"429661","15-NOV-06","Pledge","2","429641",""
"429662","15-DEC-06","Pledge","2","429641",""
"429663","15-NOV-06","Pledge","2","429638",""
"429664","15-DEC-06","Pledge","2","429638",""
"429665","15-NOV-06","Pledge","2","429633",""
"429666","15-DEC-06","Pledge","2","429633",""
"429668","15-NOV-06","Pledge","2","429624",""
"429670","15-DEC-06","Pledge","2","429624",""
"429671","07-NOV-06","Pledge","2","230995",""
"429673","15-NOV-06","Pledge","2","429644",""
"429674","15-DEC-06","Pledge","2","429644",""
"429675","15-NOV-06","Pledge","2","429636",""
"429676","15-DEC-06","Pledge","2","429636",""
"429677","15-NOV-06","Pledge","2","429642",""
"429678","15-DEC-06","Pledge","2","429642",""
"429680","06-DEC-06","Pledge","2","231000",""
"429681","06-DEC-06","Pledge","2","230995",""
"452684","30-MAR-07","Pledge","1","","255"
"452685","10-FEB-07","Note","1","","60"
"452686","10-FEB-07","Note","3","452685",""
"452687","10-FEB-07","Pledge","2","452684",""
"452743","30-MAR-07","Pledge","1","","255"
"452744","10-FEB-07","Note","1","","60"
"452745","10-FEB-07","Note","3","452685",""
"452746","10-FEB-07","Pledge","2","452684",""
"481930","16-JAN-07","Pledge","2","481371",""
"481932","16-JAN-07","Pledge","2","481351",""
"481934","16-JAN-07","Pledge","2","481352",""
"481935","16-JAN-07","Pledge","2","481357",""
"481936","16-JAN-07","Pledge","2","481359",""
"481938","16-JAN-07","Pledge","2","481367",""
"481939","16-JAN-07","Pledge","2","481369",""
"481940","16-JAN-07","Pledge","2","481354",""
"481941","16-JAN-07","Pledge","2","481356",""
"481942","16-JAN-07","Pledge","2","481372",""
"481943","16-JAN-07","Pledge","2","481370",""
"481944","16-JAN-07","Pledge","2","481361",""
"481945","16-JAN-07","Pledge","2","481360",""
"481946","16-JAN-07","Pledge","2","481353",""
"481949","15-FEB-07","Pledge","2","481371",""
"481951","15-FEB-07","Pledge","2","481351",""
"481955","15-FEB-07","Pledge","2","481357",""
"481956","15-FEB-07","Pledge","2","481359",""
"481958","15-FEB-07","Pledge","2","481367",""
"481959","15-FEB-07","Pledge","2","481369",""
"481961","16-JAN-07","Pledge","2","481363",""
"481962","15-FEB-07","Pledge","2","481363",""
"481965","15-FEB-07","Pledge","2","481354",""
"481966","15-FEB-07","Pledge","2","481356",""
"481967","15-FEB-07","Pledge","2","481372",""
"481969","15-FEB-07","Pledge","2","481370",""
"481970","15-FEB-07","Pledge","2","481361",""
"481971","15-FEB-07","Pledge","2","481360",""
"481972","15-FEB-07","Pledge","2","481353",""
"481973","15-MAR-07","Pledge","2","481371",""
"481974","15-MAR-07","Pledge","2","481351",""
"481975","15-MAR-07","Pledge","2","481352",""
"481976","15-MAR-07","Pledge","2","481357",""
"481977","15-MAR-07","Pledge","2","481359",""
"481978","15-MAR-07","Pledge","2","481369",""
"481979","15-MAR-07","Pledge","2","481363",""
"481981","15-MAR-07","Pledge","2","481356",""
"481982","15-MAR-07","Pledge","2","481372",""
"481983","15-MAR-07","Pledge","2","481370",""
"481984","15-MAR-07","Pledge","2","481361",""
"481985","15-MAR-07","Pledge","2","481360",""
"481987","15-MAR-07","Pledge","2","481353",""
"481989","15-MAR-07","Pledge","2","481367",""
"481357","01-JAN-07","Pledge","1","","0"
"481371","01-JAN-07","Pledge","1","","0"
"481980","15-MAR-07","Pledge","2","481354",""
"481952","15-FEB-07","Pledge","2","481352",""
"490809","07-JAN-07","Pledge","1","","0"
"490819","20-JAN-07","Pledge","1","","0"
"481351","01-JAN-07","Pledge","1","","0"
"481352","01-JAN-07","Pledge","1","","0"
"481353","01-JAN-07","Pledge","1","","0"
"481354","01-JAN-07","Pledge","1","","0"
"481356","01-JAN-07","Pledge","1","","0"
"481359","01-JAN-07","Pledge","1","","0"
"481360","01-JAN-07","Pledge","1","","0"
"481361","01-JAN-07","Pledge","1","","0"
"481363","01-JAN-07","Pledge","1","","0"
"481369","01-JAN-07","Pledge","1","","0"
"481370","01-JAN-07","Pledge","1","","0"
"481367","01-JAN-07","Pledge","1","","0"
"481372","01-JAN-07","Pledge","1","","0"
"545189","07-JAN-07","Pledge","1","","0"
"545190","20-JAN-07","Pledge","1","","0"
"545191","07-JAN-07","Pledge","1","","0"
"545192","15-JAN-07","Pledge","1","","0"
"545193","15-JAN-07","Pledge","1","","0"
"545194","15-JAN-07","Pledge","1","","0"
"490818","07-JAN-07","Pledge","1","","0"
"490820","15-JAN-07","Pledge","1","","0"
"490821","15-JAN-07","Pledge","1","","0"
"490822","15-JAN-07","Pledge","1","","0"
"490823","15-JAN-07","Pledge","1","","2250"
"508509","31-MAY-07","Pledge","2","490821",""
"508510","08-JUN-07","Pledge","2","490820",""
"506557","31-MAY-07","Pledge","2","490819",""
"506558","12-APR-07","Pledge","2","490822",""
"506560","02-MAY-07","Pledge","2","490809",""
"531347","24-MAY-07","Pledge","2","481371",""
"531348","18-JUN-07","Pledge","2","481371",""
"531349","11-APR-07","Pledge","2","481351",""
"531350","24-MAY-07","Pledge","2","481351",""
"531351","18-JUN-07","Pledge","2","481351",""
"531352","11-APR-07","Pledge","2","481352",""
"531353","24-MAY-07","Pledge","2","481352",""
"531355","11-APR-07","Pledge","2","481357",""
"531356","24-MAY-07","Pledge","2","481357",""
"531357","18-JUN-07","Pledge","2","481357",""
"531358","11-APR-07","Pledge","2","481359",""
"531359","24-MAY-07","Pledge","2","481359",""
"531360","18-JUN-07","Pledge","2","481359",""
"531361","11-APR-07","Pledge","2","481372",""
"531362","24-MAY-07","Pledge","2","481372",""
"531363","18-JUN-07","Pledge","2","481372",""
"531364","11-APR-07","Pledge","2","481367",""
"531365","24-MAY-07","Pledge","2","481367",""
"531366","18-JUN-07","Pledge","2","481367",""
"531367","11-APR-07","Pledge","2","481369",""
"531368","24-MAY-07","Pledge","2","481369",""
"531370","11-APR-07","Pledge","2","481363",""
"531371","24-MAY-07","Pledge","2","481363",""
"531372","18-JUN-07","Pledge","2","481363",""
"531373","11-APR-07","Pledge","2","481354",""
"531374","24-MAY-07","Pledge","2","481354",""
"531375","18-JUN-07","Pledge","2","481354",""
"531377","24-MAY-07","Pledge","2","481370",""
"531378","18-JUN-07","Pledge","2","481370",""
"531379","11-APR-07","Pledge","2","481356",""
"531381","18-JUN-07","Pledge","2","481356",""
"531382","11-APR-07","Pledge","2","481361",""
"531383","24-MAY-07","Pledge","2","481361",""
"531384","18-JUN-07","Pledge","2","481361",""
"531385","11-APR-07","Pledge","2","481360",""
"531387","18-JUN-07","Pledge","2","481360",""
"531388","11-APR-07","Pledge","2","481353",""
"531389","24-MAY-07","Pledge","2","481353",""
"531390","18-JUN-07","Pledge","2","481353",""
"531391","18-JUN-07","Pledge","2","481352",""
"531346","11-APR-07","Pledge","2","481371",""
"531369","18-JUN-07","Pledge","2","481369",""
"531376","11-APR-07","Pledge","2","481370",""
"531380","24-MAY-07","Pledge","2","481356",""
"531386","24-MAY-07","Pledge","2","481360",""
"545256","15-JAN-07","Pledge","1","","0"
"533949","02-MAY-07","Pledge","3","490818",""
"545916","19-APR-07","Pledge","2","545256",""
"567610","16-JUL-07","Pledge","2","481371",""
"567611","16-JUL-07","Pledge","2","481372",""
"567612","16-JUL-07","Pledge","2","481369",""
"567613","16-JUL-07","Pledge","2","481357",""
"567614","16-JUL-07","Pledge","2","481351",""
"567615","16-JUL-07","Pledge","2","481352",""
"567616","16-JUL-07","Pledge","2","481354",""
"567617","16-JUL-07","Pledge","2","481367",""
"567618","16-JUL-07","Pledge","2","481363",""
"567619","16-JUL-07","Pledge","2","481359",""
"567620","16-JUL-07","Pledge","2","481356",""
"567621","16-JUL-07","Pledge","2","481361",""
"567622","16-JUL-07","Pledge","2","481370",""
"567623","16-JUL-07","Pledge","2","481360",""
"567624","16-JUL-07","Pledge","2","481353",""
"567625","15-AUG-07","Pledge","2","481371",""
"567626","15-AUG-07","Pledge","2","481372",""
"567627","15-AUG-07","Pledge","2","481369",""
"567628","15-AUG-07","Pledge","2","481357",""
"567629","15-AUG-07","Pledge","2","481351",""
"567630","16-AUG-07","Pledge","2","481352",""
"567631","16-AUG-07","Pledge","2","481354",""
"567632","15-AUG-07","Pledge","2","481367",""
"567634","15-AUG-07","Pledge","2","481359",""
"567635","15-AUG-07","Pledge","2","481356",""
"567636","15-AUG-07","Pledge","2","481361",""
"567637","15-AUG-07","Pledge","2","481370",""
"567638","15-AUG-07","Pledge","2","481360",""
"567639","15-AUG-07","Pledge","2","481353",""
"567640","17-SEP-07","Pledge","2","481371",""
"567641","17-SEP-07","Pledge","2","481372",""
"567642","17-SEP-07","Pledge","2","481369",""
"567643","17-SEP-07","Pledge","2","481357",""
"567644","17-SEP-07","Pledge","2","481351",""
"567645","17-SEP-07","Pledge","2","481352",""
"567646","17-SEP-07","Pledge","2","481354",""
"567653","17-SEP-07","Pledge","2","481360",""
"567654","17-SEP-07","Pledge","2","481353",""
