ETHICS_NUM,CAN_FNAME,CAN_MNAME,CAN_LNAME,BIRTHDATE,
"106050","Harry","Edward","Coates Jr.",""
"106051","Robert","J.","Sullivan Jr.",""
"106052","James","Allen","Williamson",""
"106053","Cliff","","Aldridge",""
"106054","Anthony","F","Keating",""
"106055","Jerry","","Ellis",""
"106065","Ray","","Miller",""
"106066","Lee","R","Denney",""
"106056","Sue","","Tibbs",""
"106057","V. Glenn","","Coffee",""
"106058","Rebecca","A","Hamilton",""
"106059","Wes","","Hilliard",""
"106060","John","Charles","Auffet",""
"106061","James","E","Covey",""
"106062","Kim","Diane","Holland",""
"106063","Raymond","Gene","McCarter",""
"106064","Curt","","Roggow",""
"105002","Shirley","Ann","Darrell",""
"106067","Scott","C","Martin",""
"106069","Richard","","Stawicki",""
"106068","J. Gregory","","Mashburn",""
"106070","Scott","","Meacham",""
"106071","Weldon","Lee","Watson",""
"106074","P. David","","Hunter",""
"106072","John","","Harrington",""
"106073","Justin","Edlund","Porter",""
"106075","Al","","McAffrey",""
"106076","Blake","","Cantrell",""
"106078","Lionel","Dale","DePue",""
"106077","Jesse","","Guardiola",""
"106079","Starling (Wayne)","","Maxwell",""
"106080","Bob","Louis","Brown",""
"106084","Thomas","","Ivester",""
"106081","Jennifer","","Seal",""
"105003","Keith","NMN","Davenport",""
"106082","Kenneth","Earl","Wright III",""
"106083","Edward","James","Wyant",""
"106085","Richard","Loy","Gray Jr.",""
"105004","Constance","Nevlin","Johnson",""
"106086","Mary","C.","Fallin",""
"106087","Wayne","Allen","Walters",""
"106088","Wayne","Allen","Walters",""
"106091","Charles","Thomas","Hoskin",""
"106089","Lucky","","Lamons",""
"106090","James","E.","Dunn",""
"105005","Gregory","Scott","Nelson",""
"106097","W.","","Resides",""
"106098","Bill","","Nations",""
"106092","Stephen","Louis","Cortes",""
"106093","Phil","","Richardson",""
"106094","Harold","","Wright",""
"106095","Charles","Wesley","Lane II",""
"106096","Brenda","","Reneau",""
"106099","Chris","","Benge",""
"106100","Purcy","D","Walker",""
"106103","David","","Prater",""
"105006","Willa","D","Johnson",""
"106101","Cliff","","Branan",""
"106102","Danny","","Morgan",""
"106105","Anthony","Wade","Sykes",""
"106106","Ron","D","Peterson",""
"106107","Derrick","","Ott",""
"106108","Stephen","C","Martin",""
"105007","Michael","E","Shelton",""
"106109","John","Randall (Randy)","McDaniel",""
"106110","Richard","D","Morrissette",""
"106111","Troy","E.","Green",""
